"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15"
"2466","Montréal",1942044.00,1942045.00,1313910.00,304475.00,323660.00,1914755.00,220425.00,517445.00,1131680.00,45205.00,403885.00,81100.00,262435.00,60345.00
